,name,sex,phone,email,address,vip
3847,Kearn-Joseph Andii,Female,13710647862,20307130347@fudan.edu.cn,"488 Keavey Lane, Hong Kong",1
3848,Hoor Garikoitz,Female,18952007625,20307130348@fudan.edu.cn,"223 Kiana Road, Tokyo",0
3849,Nayah Niylah,Male,18636901397,20307130349@fudan.edu.cn,"673 Cahra Road, London",0
3850,Melusi Hamiz,Female,19164402585,20307130350@fudan.edu.cn,"720 Jordan Road, Beijing",1
3851,Spyridonas Barkley,Female,19184574384,20307130351@fudan.edu.cn,"339 Sniya Avenue, Buenos Aires",1
3852,Alishya Mia-Nicole,Female,19115977350,20307130352@fudan.edu.cn,"840 Yingfa Lane, Manila",0
3853,Reggie-David Caie,Male,13731175300,20307130353@fudan.edu.cn,"906 Esme-S Avenue, Beijing",1
3854,Millie-Grace Monai,Female,19112332545,20307130354@fudan.edu.cn,"271 Nicola Avenue, Manila",0
3855,Mikelis Raab,Female,19148308243,20307130355@fudan.edu.cn,"405 Ediz Street, Delhi",1
3856,Jesica Peiton,Female,15832113910,20307130356@fudan.edu.cn,"655 Ebonni Lane, Tokyo",1
3857,Masonthompson Elwin,Male,18638043215,20307130357@fudan.edu.cn,"199 Madeeh Road, Sao Paulo",0
3858,Tre Oluwatunmishe,Male,18611302371,20307130358@fudan.edu.cn,"164 Omari- Road, Buenos Aires",0
3859,Conlin Zafina,Male,13714912150,20307130359@fudan.edu.cn,"423 Caylor Lane, Shanghai",0
3860,Bassiru Elijyah,Female,18930132354,20307130360@fudan.edu.cn,"993 Wiliam Road, Hong Kong",1
3861,Emer Seimaabasi,Male,13738802477,20307130361@fudan.edu.cn,"973 Vinish Road, London",0
3862,Preston Skye-Lilly,None,18948056678,20307130362@fudan.edu.cn,"943 Bela Street, Guangzhou",1
3863,Nawras Fionan,Male,13767450702,20307130363@fudan.edu.cn,"919 Teresa Lane, Delhi",1
3864,Hadi Hadyn,Male,13798805129,20307130364@fudan.edu.cn,"767 Taline Lane, Madrid",0
3865,Leizl Kestrel,Female,19189004519,20307130365@fudan.edu.cn,"108 Kyrae- Street, Paris",1
3866,Kaysey Jessen,Male,19188221049,20307130366@fudan.edu.cn,"578 Natale Street, Buenos Aires",1
3867,Arusha Dacey,Female,13797361358,20307130367@fudan.edu.cn,"367 Stevii Street, Delhi",1
3868,Cristi-Davit Lorina,Male,18952119649,20307130368@fudan.edu.cn,"799 Kinan Lane, Tokyo",0
3869,Aswin Perlah,Female,19158134294,20307130369@fudan.edu.cn,"913 Amilli Street, London",1
3870,Bulwinder Connor-William,Female,18929076460,20307130370@fudan.edu.cn,"770 Jeorge Street, Guangzhou",1
3871,Bluebell Aadhish,Male,15836835929,20307130371@fudan.edu.cn,"757 Jerrel Street, Tokyo",1
3872,Sambulosenkosi Jade-Louise,None,15834065136,20307130372@fudan.edu.cn,"564 Codie- Lane, Bangkok",1
3873,Latasha Aeran,Male,18658942260,20307130373@fudan.edu.cn,"792 Dani'l Road, Buenos Aires",1
3874,Fajar Yograj,Female,18916178720,20307130374@fudan.edu.cn,"294 Cobie- Road, Paris",0
3875,Kierin Baljiwan,Female,15869338585,20307130375@fudan.edu.cn,"641 Shahin Road, Hong Kong",0
3876,Faeryn Jai-Jai,Male,19135490397,20307130376@fudan.edu.cn,"912 Leighl Avenue, Los Angeles",1
3877,Collton Jeorgie,Female,18926877938,20307130377@fudan.edu.cn,"575 Atharv Lane, London",0
3878,Yizhen Nirvan,Female,18681916153,20307130378@fudan.edu.cn,"978 Konan Avenue, Sao Paulo",0
3879,Korede Demetrious,Female,15828372486,20307130379@fudan.edu.cn,"171 Lucia- Street, Seoul",1
3880,John-Kaynan Alvar,Female,18672462086,20307130380@fudan.edu.cn,"589 Poppy Road, Los Angeles",1
3881,Olivianna Theano,Female,15897881964,20307130381@fudan.edu.cn,"452 Aidenj Avenue, Sao Paulo",0
3882,Jimi Sulaima,Male,18913547930,20307130382@fudan.edu.cn,"72 Cherry Street, Hong Kong",1
3883,Oluwafiresayomi Frieza,Male,18927477001,20307130383@fudan.edu.cn,"208 Ransom Lane, Shanghai",0
3884,Lillie-Louise Haydar,Female,18949818933,20307130384@fudan.edu.cn,"228 Urban Road, Shanghai",0
3885,Hunter-Lee Leighann,Male,18934998873,20307130385@fudan.edu.cn,"756 Ryan-J Street, Manila",1
3886,Adonis Zeyneb,Male,13735677202,20307130386@fudan.edu.cn,"529 Leerya Road, Paris",0
3887,Scirocco Anna-Maree,Female,18658020071,20307130387@fudan.edu.cn,"852 Carson Road, Hong Kong",0
3888,Almir Kanishk,Female,18659256971,20307130388@fudan.edu.cn,"597 Chukwu Lane, Seoul",0
3889,Asrai Miral,Female,13734913619,20307130389@fudan.edu.cn,"824 Rony Street, Paris",1
3890,Frederika Leilah-Eve,Female,13728968259,20307130390@fudan.edu.cn,"417 Tillie Street, Buenos Aires",1
3891,Boex Lien,Female,15814765731,20307130391@fudan.edu.cn,"23 Korben Avenue, Manila",0
3892,Liston Norah,Female,13732913583,20307130392@fudan.edu.cn,"493 Ashmit Street, Buenos Aires",0
3893,Abdel Abieyuwa,Male,18913069935,20307130393@fudan.edu.cn,"642 Eirlys Road, Manila",1
3894,Koji Iranda,Male,18930021078,20307130394@fudan.edu.cn,"899 Deona Road, Beijing",0
3895,Kacy-Lee Reggie,Male,18661868453,20307130395@fudan.edu.cn,"407 Ami' Road, Manila",0
3896,Otniel Charlotte-Sky,Female,19138174113,20307130396@fudan.edu.cn,"390 Phoeni Street, Delhi",0
3897,Eleora Pavlos,Male,18974488313,20307130397@fudan.edu.cn,"21 Nishka Road, Seoul",0
3898,Calize John-Jordan,Male,19197643461,20307130398@fudan.edu.cn,"811 Adebay Street, Los Angeles",1
3899,Finnlagh Rameen,None,15878281110,20307130399@fudan.edu.cn,"67 Cammie Lane, Bangkok",0
3900,Chiora Avyansh,Male,19137966685,20307130400@fudan.edu.cn,"975 Venna Road, Seoul",0
3901,Fountain Gabija,Male,18670762309,20307130401@fudan.edu.cn,"627 Juha Avenue, Buenos Aires",0
3902,Nahom Zikoramalachi,Female,13778275014,20307130402@fudan.edu.cn,"48 Dannie Avenue, Madrid",1
3903,Ariadni Ryhan,Male,13740803053,20307130403@fudan.edu.cn,"852 Mariet Avenue, Tokyo",1
3904,Vaclav Mastan,Female,15874513176,20307130404@fudan.edu.cn,"402 Mailey Lane, Tokyo",1
3905,Justyna Jake,Female,15817410853,20307130405@fudan.edu.cn,"358 Iasmin Avenue, Guangzhou",1
3906,Samuiel Willowmena,Male,18922364350,20307130406@fudan.edu.cn,"8 Shaula Road, Guangzhou",1
3907,Kyra Talita,Female,18664499246,20307130407@fudan.edu.cn,"418 Tammie Avenue, Tokyo",0
3908,Orlagh-Mae Faha,Female,15817836773,20307130408@fudan.edu.cn,"307 Makena Lane, Seoul",0
3909,Almirah Hope-Kelsey,Female,13763133538,20307130409@fudan.edu.cn,"903 Tasfia Avenue, Paris",0
3910,Taimoor Dinuli,Male,15868428228,20307130410@fudan.edu.cn,"125 Michel Avenue, Paris",0
3911,Billie-Jayne Romaine,Female,15828669054,20307130411@fudan.edu.cn,"894 Milis Road, Delhi",1
3912,Nolha Harmanjot,Female,18645611969,20307130412@fudan.edu.cn,"232 Machae Street, Paris",0
3913,Mccain Solaia,Male,18925757065,20307130413@fudan.edu.cn,"682 Ailan Road, Seoul",1
3914,Betsy-Kate Eellia,Male,19123619446,20307130414@fudan.edu.cn,"959 Obed Lane, Guangzhou",0
3915,Dash Paul-Dorel,Male,18968108797,20307130415@fudan.edu.cn,"825 Steeva Lane, Bangkok",0
3916,Keirissy Mckenzy-Alexander,Male,15830875568,20307130416@fudan.edu.cn,"849 Lauran Street, Los Angeles",1
3917,Martyn Nika,None,18678035560,20307130417@fudan.edu.cn,"484 Criste Lane, Tokyo",1
3918,Octaivia Darshit,None,19149188584,20307130418@fudan.edu.cn,"488 Kianha Lane, Hong Kong",1
3919,Umm-E-Hani Nukanda,Female,18968127169,20307130419@fudan.edu.cn,"308 Cieran Lane, Shanghai",1
3920,Awa Chang,Female,13796950245,20307130420@fudan.edu.cn,"440 Kasin Avenue, Paris",0
3921,Haari Kenrik,Male,19129784925,20307130421@fudan.edu.cn,"124 Alahna Lane, Delhi",1
3922,Ranay Daniel-Andrei,Male,13774359595,20307130422@fudan.edu.cn,"401 Korbin Avenue, Los Angeles",1
3923,Muireann Dianne,Female,13764992605,20307130423@fudan.edu.cn,"970 Areg Street, Beijing",1
3924,Oghenerukeuwe Renka,Female,18694201588,20307130424@fudan.edu.cn,"363 Priont Lane, Delhi",0
3925,Nzinga-Malaika Cayla-George,Male,15882987344,20307130425@fudan.edu.cn,"926 Owi Street, Manila",0
3926,Duncan Nizah,Female,18656020881,20307130426@fudan.edu.cn,"457 Emanue Avenue, Madrid",1
3927,Indira Khashiya,Female,15894099557,20307130427@fudan.edu.cn,"922 Braeli Street, Delhi",0
3928,Nazaaha Gayle,None,19150317374,20307130428@fudan.edu.cn,"10 Annah Avenue, Hong Kong",1
3929,Adebayo Abdusalam,Female,13735225234,20307130429@fudan.edu.cn,"747 Bhodhi Street, Hong Kong",1
3930,Atticus Jeremiah,Female,18610035757,20307130430@fudan.edu.cn,"751 Coren Avenue, Tokyo",0
3931,Laytin Charleigh-Rose,Male,19130929559,20307130431@fudan.edu.cn,"822 Muhamm Avenue, Beijing",1
3932,Alexa-Jay Aamanee,Male,19169836321,20307130432@fudan.edu.cn,"656 Maskee Avenue, Delhi",0
3933,Elisa-Cristina Illiyah,Female,15867172620,20307130433@fudan.edu.cn,"73 Akshaj Street, Shanghai",0
3934,Aurora-Leigh Nanci-Rose,Female,19147867380,20307130434@fudan.edu.cn,"472 Ayaan Street, London",0
3935,Lealand-Roy Braylin,Female,15866562799,20307130435@fudan.edu.cn,"561 Parisa Street, Seoul",1
3936,Bannon Abhigael,Female,15846428212,20307130436@fudan.edu.cn,"57 Szofia Avenue, Sao Paulo",1
3937,Sanne Kadee-Rose,Female,18636089353,20307130437@fudan.edu.cn,"941 Rayla Lane, Paris",1
3938,Amaila Sahrish,Female,18942897911,20307130438@fudan.edu.cn,"543 Sampa Avenue, Tokyo",1
3939,Dashiel Ching-Wuli,Male,13783502696,20307130439@fudan.edu.cn,"612 Savann Avenue, Delhi",1
3940,Caoilinn Nanwe,Male,18915748949,20307130440@fudan.edu.cn,"465 Dacre Lane, Buenos Aires",0
3941,Anneli Lahna,Female,13717148938,20307130441@fudan.edu.cn,"779 Alora Lane, Tokyo",0
3942,Kamren Khoary,Male,18642099754,20307130442@fudan.edu.cn,"159 Kairn Road, London",1
3943,Devlan Zelal,Male,19152322137,20307130443@fudan.edu.cn,"383 Keiris Lane, Tokyo",1
3944,Kyran-Daniel Desha,Female,19160499656,20307130444@fudan.edu.cn,"161 Finn Avenue, Manila",0
3945,Raie Jai-Teigh,Male,18645715505,20307130445@fudan.edu.cn,"511 Lonnie Avenue, Delhi",0
3946,Yufan Sylvi,Male,18627154436,20307130446@fudan.edu.cn,"574 Maisie Street, Los Angeles",0
3947,Khumbo Ruadhan,Female,13710491267,20307130447@fudan.edu.cn,"338 Vanshi Avenue, Hong Kong",0
3948,Troy-Jacob Miyan,Male,19154418896,20307130448@fudan.edu.cn,"322 Kalisa Road, Beijing",0
3949,Alexzander Stevan,Female,13743340169,20307130449@fudan.edu.cn,"235 Billie Street, Shanghai",0
3950,Toma Gabija,Female,15830607803,20307130450@fudan.edu.cn,"4 Sufyaa Street, Guangzhou",1
3951,Zackery Clement,Female,18683312357,20307130451@fudan.edu.cn,"475 Soraya Street, Tokyo",0
3952,Jayde Rania,Female,13733826085,20307130452@fudan.edu.cn,"716 Sheamu Street, Paris",1
3953,Fawzia Nadzieja,Male,15848155611,20307130453@fudan.edu.cn,"15 Ivy-An Avenue, Shanghai",0
3954,Eigan Maddison-Leigh,Female,18939925340,20307130454@fudan.edu.cn,"84 Tyler- Street, Hong Kong",1
3955,Eyvn Nuri,Male,18626966511,20307130455@fudan.edu.cn,"587 Connan Lane, Madrid",0
3956,Mersades Dhirren,Male,15830243725,20307130456@fudan.edu.cn,"327 Manvyd Road, Bangkok",1
3957,Divita Jivil,Female,18988592822,20307130457@fudan.edu.cn,"228 Angeli Avenue, Seoul",1
3958,Amaryah Aliza-Bella,Male,18979299745,20307130458@fudan.edu.cn,"224 Ellie- Lane, Madrid",1
3959,Dobromir Bryleigh-J,None,15891022628,20307130459@fudan.edu.cn,"879 Tommee Avenue, Beijing",0
3960,Zebadiah Daniella,Male,19196914489,20307130460@fudan.edu.cn,"355 Haipei Street, Manila",0
3961,Emire Mosese,Male,13787886857,20307130461@fudan.edu.cn,"850 Kinloc Street, Guangzhou",1
3962,Rayhanna Frieza,Female,13779588394,20307130462@fudan.edu.cn,"91 Charli Lane, Hong Kong",0
3963,Gino Cara-Leigh,Female,15839056084,20307130463@fudan.edu.cn,"746 Skyla- Avenue, Guangzhou",1
3964,Gurakshay Skye-Rose,Male,15880330758,20307130464@fudan.edu.cn,"440 Clinto Avenue, Guangzhou",0
3965,Hussnain Aariv,Female,15869998209,20307130465@fudan.edu.cn,"920 Nihari Lane, Seoul",0
3966,Eftelya Sophie-Rose,Male,15845225951,20307130466@fudan.edu.cn,"17 Horati Avenue, Delhi",1
3967,Lillyrose Romola,Female,15871067268,20307130467@fudan.edu.cn,"20 Tayana Avenue, London",1
3968,Reehan Addieson,Male,18643210345,20307130468@fudan.edu.cn,"710 Timile Avenue, Bangkok",1
3969,Kaceyleigh Kymanah,Male,15854457582,20307130469@fudan.edu.cn,"318 Alejan Street, Madrid",1
3970,Arihana Eki-Amina,Male,19158723161,20307130470@fudan.edu.cn,"855 Miruna Lane, Guangzhou",1
3971,Bailee Daiton,Female,13722983532,20307130471@fudan.edu.cn,"990 Oskars Avenue, Shanghai",0
3972,Ifeakanwanne Tierney,Male,13753430108,20307130472@fudan.edu.cn,"915 Laibah Lane, Guangzhou",1
3973,Bekah Debarghya,None,19135170509,20307130473@fudan.edu.cn,"289 Pat Road, Guangzhou",1
3974,Jezzelle Gary,Female,18941910988,20307130474@fudan.edu.cn,"748 Ziana Avenue, London",1
3975,Serine Musa,Female,18698043137,20307130475@fudan.edu.cn,"571 Ewen Lane, Buenos Aires",1
3976,Aaiza Irving,Female,18946484628,20307130476@fudan.edu.cn,"439 Tiylor Avenue, Los Angeles",1
3977,Kaylha Kaidan,Male,19198858024,20307130477@fudan.edu.cn,"83 Surina Street, Guangzhou",0
3978,Freya-Jane Celise,Male,18627444468,20307130478@fudan.edu.cn,"626 Radova Lane, Delhi",1
3979,Sian Aleyna,Female,15868424526,20307130479@fudan.edu.cn,"88 Jonros Avenue, Bangkok",1
3980,Lorentz Ayma,Female,19142979611,20307130480@fudan.edu.cn,"220 Chloe- Road, Seoul",1
3981,Fallon Abigail-Lee,Female,13732182015,20307130481@fudan.edu.cn,"129 Hayden Road, Beijing",1
3982,Aoibhne Morgan-Stuart,Male,15857667042,20307130482@fudan.edu.cn,"135 Koden Street, London",1
3983,Can Boto,Female,18611564982,20307130483@fudan.edu.cn,"470 Ash-Le Lane, Manila",1
3984,Panayiotis Theola,Male,19130833912,20307130484@fudan.edu.cn,"902 Millie Lane, Guangzhou",1
3985,Rielly Yingshuo,Male,13795698288,20307130485@fudan.edu.cn,"776 Eva-J Road, Beijing",0
3986,Emilliemarie Chuk,Female,18665352905,20307130486@fudan.edu.cn,"227 Codeig Street, Bangkok",1
3987,Maeda Odhran,None,19126019684,20307130487@fudan.edu.cn,"965 Ali Street, Delhi",1
3988,Lyrah Collton,Male,13781127220,20307130488@fudan.edu.cn,"357 Angelb Lane, London",1
3989,Braun-George Yan,Female,18918733697,20307130489@fudan.edu.cn,"489 Khalan Avenue, Beijing",1
3990,Oakleigh Aliviah,Male,15872955708,20307130490@fudan.edu.cn,"839 Najm Street, Los Angeles",0
3991,Mujtaba Osarumwese,Male,15844125224,20307130491@fudan.edu.cn,"900 Cassiu Road, Tokyo",1
3992,Samanta Ruthie,Male,13735367729,20307130492@fudan.edu.cn,"536 Haven Road, Hong Kong",1
3993,Achilleas-Markus Ellie,Male,19125046886,20307130493@fudan.edu.cn,"369 Siddiq Road, Buenos Aires",0
3994,Kelsie-Mae Gibril,Male,18928646462,20307130494@fudan.edu.cn,"93 Kaiser Road, Seoul",1
3995,Dannan Liv,Female,18679921561,20307130495@fudan.edu.cn,"949 Maki Lane, Bangkok",1
3996,Milanna Jenna,Male,13724671144,20307130496@fudan.edu.cn,"841 Biyron Road, Madrid",0
3997,Lilymay Mirrany,Female,13762625691,20307130497@fudan.edu.cn,"771 Emefu Road, Sao Paulo",1
3998,Venice Sakinah,None,13722820000,20307130498@fudan.edu.cn,"360 Theoph Lane, Madrid",1
3999,Aadyn Matts,Male,19123578106,20307130499@fudan.edu.cn,"62 Cody-J Street, Paris",0
4000,Amelia-Lynn Nirman,Male,13714949770,20300180000@fudan.edu.cn,"599 Lexxi- Avenue, Bangkok",0
4001,Reyya Selbie,Female,13777725967,20300180001@fudan.edu.cn,"20 Miray Road, Bangkok",1
4002,Isabele Akunna,Female,18927466107,20300180002@fudan.edu.cn,"912 Shanee Street, London",1
4003,Pritam Veersukhraj,Female,15862534870,20300180003@fudan.edu.cn,"614 Gerard Lane, Bangkok",1
4004,Friedrich Aleira,Male,19118139276,20300180004@fudan.edu.cn,"70 Edlin Lane, Guangzhou",1
4005,Kezban Wayde,Female,18950725609,20300180005@fudan.edu.cn,"251 Hurrem Lane, Guangzhou",0
4006,You Ivy-Marie,Male,18976047564,20300180006@fudan.edu.cn,"374 Caius Street, London",0
4007,Mung Grigorijs,Female,15816470264,20300180007@fudan.edu.cn,"552 Krisha Road, Madrid",0
4008,Leora Kayslin,Female,15867446089,20300180008@fudan.edu.cn,"93 Zayian Lane, Madrid",1
4009,Stellah Bamidele,Male,15817951679,20300180009@fudan.edu.cn,"57 Adilin Lane, Delhi",0
4010,Zselyke Mhoraig,Male,15877597815,20300180010@fudan.edu.cn,"614 Gaiah Street, Paris",0
4011,Malachai Millah,Male,19155568081,20300180011@fudan.edu.cn,"548 Sasi Avenue, Madrid",1
4012,Eilidh-Grace Kaison,Female,15828411122,20300180012@fudan.edu.cn,"687 Ziqing Road, Delhi",1
4013,Matilde Cailie,Male,13731212927,20300180013@fudan.edu.cn,"373 Lillie Lane, Los Angeles",0
4014,Erdem Kenzii,Male,13717166551,20300180014@fudan.edu.cn,"313 Myler Street, Bangkok",0
4015,Dimitri Anca,Male,13715759835,20300180015@fudan.edu.cn,"7 Tayyub Avenue, Beijing",1
4016,Arahant Awaab,Female,15884919726,20300180016@fudan.edu.cn,"39 Nephel Avenue, London",0
4017,Daan Armand,Male,18682803172,20300180017@fudan.edu.cn,"31 Kingsl Avenue, Paris",1
4018,Olaf Thayn,None,13716250198,20300180018@fudan.edu.cn,"669 Nouh Road, Delhi",0
4019,Sochisth Eftelya,Male,19118289768,20300180019@fudan.edu.cn,"566 Koban Road, Manila",0
4020,Muhammad-Yasar Daya,Female,19144638185,20300180020@fudan.edu.cn,"342 Ria Street, Paris",1
4021,Ayla-Clare Tjitske,Female,18682609355,20300180021@fudan.edu.cn,"842 Rahaf Street, Bangkok",1
4022,Jaydi Abdurrahmaan,Male,18964572577,20300180022@fudan.edu.cn,"161 Chanic Road, London",1
4023,Jasnoor Eivah,Female,13789875399,20300180023@fudan.edu.cn,"208 Mustaf Street, Buenos Aires",1
4024,Kamoryn Cissy,Female,15884725775,20300180024@fudan.edu.cn,"205 Morver Avenue, Hong Kong",0
4025,Tobie Rochelle,Female,13769530099,20300180025@fudan.edu.cn,"425 Bruke Lane, Buenos Aires",0
4026,Breanna Cooper,Male,18910034289,20300180026@fudan.edu.cn,"74 Nethan Road, Bangkok",1
4027,Ferdows Cassie-May,Male,19118095014,20300180027@fudan.edu.cn,"506 Abdula Lane, Seoul",0
4028,Sadeen Valdis,Female,19146378285,20300180028@fudan.edu.cn,"195 Khaira Avenue, Madrid",0
4029,Jamie-Lynn Darro-John,Female,18966639135,20300180029@fudan.edu.cn,"769 Gabrie Street, Hong Kong",0
4030,Josep Torion,Male,18994940057,20300180030@fudan.edu.cn,"384 Torri Road, Shanghai",0
4031,Paeton-Amber Leyghlynne,Female,18692382394,20300180031@fudan.edu.cn,"175 Esther Street, Sao Paulo",0
4032,Avik Ayaana,Male,18661571962,20300180032@fudan.edu.cn,"597 Karie Avenue, Bangkok",0
4033,Kaifah Carlota,Female,18662718890,20300180033@fudan.edu.cn,"968 Maddie Road, Seoul",1
4034,Ciara-May Aynslie,None,18614852629,20300180034@fudan.edu.cn,"375 Wilson Avenue, Paris",0
4035,Masie Breckin,Male,13797094941,20300180035@fudan.edu.cn,"15 Nevah Avenue, Seoul",1
4036,Adharva Indrani,Female,15891213338,20300180036@fudan.edu.cn,"417 Moriiy Lane, Manila",0
4037,Dhaksha Nika,Male,19152476216,20300180037@fudan.edu.cn,"778 Iemanj Street, Paris",1
4038,Keevy Kayla-Lilly,Male,18675846959,20300180038@fudan.edu.cn,"935 Kiala Road, Guangzhou",1
4039,Celina Mizgin,Male,18658940936,20300180039@fudan.edu.cn,"120 Precie Avenue, Seoul",0
4040,Peri Darcy-Leigh,Female,18694567074,20300180040@fudan.edu.cn,"715 Hazel Street, Los Angeles",1
4041,Lutfie Reneeka,Male,18952588403,20300180041@fudan.edu.cn,"172 Khumbo Road, Buenos Aires",1
4042,Lilly Tye,Male,18654819041,20300180042@fudan.edu.cn,"417 Nahia Lane, Guangzhou",0
4043,Kacy-Jane Keeva-Rose,Male,18930848382,20300180043@fudan.edu.cn,"295 Alicia Road, Los Angeles",0
4044,Atla Lucian-Leslie,Female,15829952006,20300180044@fudan.edu.cn,"634 Mila-J Lane, Madrid",1
4045,Ayaat Westen,Female,13759056830,20300180045@fudan.edu.cn,"257 Kelis Avenue, Los Angeles",1
4046,Nishan Nikos,Female,18927754645,20300180046@fudan.edu.cn,"258 Akash Road, Delhi",1
4047,Isabele Doran,Male,15841467746,20300180047@fudan.edu.cn,"966 Annaya Street, Madrid",1
4048,Candice Sefanit,None,19118968335,20300180048@fudan.edu.cn,"224 Leony Avenue, Manila",0
4049,Kovil Sophia,Male,19172719054,20300180049@fudan.edu.cn,"429 Damin Street, Guangzhou",0
4050,Stephen-Paul Farhee,Male,18973525689,20300180050@fudan.edu.cn,"69 Stacie Lane, Madrid",1
4051,Talein Maxx,Male,19126027038,20300180051@fudan.edu.cn,"347 Sarhin Avenue, Manila",1
4052,Shaydan'lee Buck,Female,13727243750,20300180052@fudan.edu.cn,"780 Roz Road, Shanghai",0
4053,Takeo Acyee,Female,15827588748,20300180053@fudan.edu.cn,"841 Levi-R Road, Guangzhou",1
4054,Aabas Chikatara,Female,13750925198,20300180054@fudan.edu.cn,"892 Mirosl Avenue, Shanghai",0
4055,Aria-Lilly Carrera,Female,15813832645,20300180055@fudan.edu.cn,"803 Redfor Road, Manila",0
4056,Kylo Annaiya,Male,18683084072,20300180056@fudan.edu.cn,"618 Meryl Avenue, Guangzhou",1
4057,Mahran Wareesha,Male,18634102720,20300180057@fudan.edu.cn,"803 Havann Street, Los Angeles",0
4058,Katie-Lou Maureen,Male,13797148546,20300180058@fudan.edu.cn,"288 Tammi- Lane, Guangzhou",0
4059,Tezas Dermot,Male,18984569999,20300180059@fudan.edu.cn,"498 Caille Street, Delhi",1
4060,Aristarkh Myleene,Male,18916266490,20300180060@fudan.edu.cn,"169 Naetoc Avenue, Hong Kong",1
4061,Reome Miryiam,Female,15875241080,20300180061@fudan.edu.cn,"38 Kayla- Street, Guangzhou",1
4062,Ahaana Oluwatunmininu,Female,18639759286,20300180062@fudan.edu.cn,"118 Kosiso Street, London",0
4063,Inez Lucan,Female,18681705669,20300180063@fudan.edu.cn,"281 Lachla Lane, Beijing",0
4064,Aevah Caragh,Male,19181420927,20300180064@fudan.edu.cn,"897 Zarrar Road, Buenos Aires",0
4065,Leeland-James Cloud,Male,15810320772,20300180065@fudan.edu.cn,"517 Kathle Lane, Delhi",1
4066,Jayla Bison,Female,18989526741,20300180066@fudan.edu.cn,"657 Sheona Lane, London",0
4067,Eriska Maiwen,Female,18637192742,20300180067@fudan.edu.cn,"871 Kylor Lane, Manila",0
4068,Kiara-Hope Deone-Hope,Female,19182546339,20300180068@fudan.edu.cn,"214 Mayley Lane, London",0
4069,Lexae Zareesh,Female,18926735001,20300180069@fudan.edu.cn,"807 Georga Lane, Beijing",1
4070,Ethyl Bjarke,None,18629112088,20300180070@fudan.edu.cn,"966 Ellah- Street, Madrid",1
4071,Ipshita Daniqua,Female,18674666125,20300180071@fudan.edu.cn,"233 Ufuoma Road, Manila",1
4072,Lashika Iya,Male,13768161148,20300180072@fudan.edu.cn,"373 Gaspar Avenue, Paris",0
4073,Aniko Kori,None,15845174518,20300180073@fudan.edu.cn,"860 Shelly Lane, Delhi",1
4074,Jessika-Lilly Perth,Female,15843340433,20300180074@fudan.edu.cn,"571 Olivia Street, London",0
4075,Serena-Mei Georgee,Male,13752382102,20300180075@fudan.edu.cn,"628 Farlan Lane, Delhi",0
4076,Messiah Trudie,Female,19168716979,20300180076@fudan.edu.cn,"307 Joy Avenue, Los Angeles",1
4077,Dariyan Lealand,Female,19114403645,20300180077@fudan.edu.cn,"585 Taiyo Street, Los Angeles",0
4078,Iglika Xyla,Male,18639593062,20300180078@fudan.edu.cn,"972 Libby Avenue, Delhi",1
4079,Reg Omay,Female,13735978356,20300180079@fudan.edu.cn,"384 Ameira Street, Delhi",0
4080,Chuxuan Thorfinn,Female,19117996240,20300180080@fudan.edu.cn,"107 Aayam Street, Guangzhou",0
4081,Zufash Veronica-Ann,Female,19163289090,20300180081@fudan.edu.cn,"523 Fabian Road, Guangzhou",0
4082,Scarlet-Rose Calib,Female,13734842332,20300180082@fudan.edu.cn,"635 Aadhit Lane, Hong Kong",0
4083,Eliyzah Juana,Female,15858603923,20300180083@fudan.edu.cn,"327 Shikha Road, Manila",0
4084,Richard Aiya-Rois,Female,15844491692,20300180084@fudan.edu.cn,"882 Chelse Road, Bangkok",1
4085,Ziyara Evana,Male,13777320227,20300180085@fudan.edu.cn,"737 Meia Street, Buenos Aires",1
4086,Aleyx Saudi,Male,19162369892,20300180086@fudan.edu.cn,"417 Kulvee Avenue, Hong Kong",1
4087,Camrynn Alexa-Leigh,Male,13730434523,20300180087@fudan.edu.cn,"120 Duygu Road, Hong Kong",0
4088,Kachi Keyarah,Male,13731008743,20300180088@fudan.edu.cn,"262 Myia Lane, Manila",1
4089,Kamrayn Sean-Austin,Female,19189246643,20300180089@fudan.edu.cn,"834 Charle Street, Seoul",1
4090,Reice Dolcey,Male,18676790532,20300180090@fudan.edu.cn,"633 Ailpei Avenue, Tokyo",1
4091,Khara Ayodele,Female,15872161850,20300180091@fudan.edu.cn,"844 Aymaan Road, Bangkok",0
4092,Taesan Medinah,Female,19172311898,20300180092@fudan.edu.cn,"297 Janema Street, London",0
4093,Zhu Nancy-Laine,Female,19140234208,20300180093@fudan.edu.cn,"294 Summer Road, Paris",1
4094,Mikail Delia,Female,19159611839,20300180094@fudan.edu.cn,"517 Lyila Road, Delhi",0
4095,Courtney-Lee Abderrahmane,Male,13722642635,20300180095@fudan.edu.cn,"501 Alesha Lane, Paris",1
4096,Allaska-Mai Fernie,Female,18637111316,20300180096@fudan.edu.cn,"903 Indie- Lane, Bangkok",1
4097,Yuanxi Ellie-Margaret,Male,18627511982,20300180097@fudan.edu.cn,"916 Jaimar Street, London",0
4098,Evinn Lope,Female,13741199107,20300180098@fudan.edu.cn,"119 Jaida Avenue, Seoul",1
4099,Able Omer,Female,13732698481,20300180099@fudan.edu.cn,"349 Emryn- Road, Beijing",0
