,username,name,sex,phone,email,address,vip
3428,Aissatad4,Aissata Ashalynn,Male,15826250071,20307110428@fudan.edu.cn,"Jinan Street, London",1
3429,Mozesc3,Mozes Lamya,Male,13775111476,20307110429@fudan.edu.cn,"Kathri Lane, Delhi",1
3430,ModestOT,Modest Caelin,Male,13769087674,20307110430@fudan.edu.cn,"Raluca Lane, Manila",1
3431,NimahTR,Nimah Tia-Angel,Male,19166168464,20307110431@fudan.edu.cn,"Ansh Avenue, Sao Paulo",1
3432,ZahranX0,Zahran Haoyun,Female,18932850009,20307110432@fudan.edu.cn,"Davin Street, Seoul",1
3433,NewalzO,Newal Skylarr,Male,15890736940,20307110433@fudan.edu.cn,"Harys Lane, Buenos Aires",0
3434,Khaly6U,Khaly Mohsin,Female,18998345317,20307110434@fudan.edu.cn,"Avi Lane, Delhi",1
3435,Niallah8h,Niallah Jaymz,Male,13733166355,20307110435@fudan.edu.cn,"Allivi Road, Guangzhou",0
3436,Shaun-Liamyc,Shaun-Liam Claudia,Female,15820607631,20307110436@fudan.edu.cn,"Prasun Avenue, Tokyo",0
3437,Coistrn,Coist Emeli-Louize,Male,15817374848,20307110437@fudan.edu.cn,"Sonja Road, Guangzhou",1
3438,Ndalo5L,Ndalo Khylin,Male,18662050124,20307110438@fudan.edu.cn,"Ellie- Road, Bangkok",1
3439,Anne-Marieb4,Anne-Marie Delsie,Male,13769256451,20307110439@fudan.edu.cn,"Keirra Avenue, London",0
3440,JinchenUj,Jinchen Gary-Junior,Female,13795880788,20307110440@fudan.edu.cn,"Karali Avenue, Shanghai",1
3441,LillymaeH2,Lillymae Sayuru,Female,13719992437,20307110441@fudan.edu.cn,"Kayla- Street, Delhi",1
3442,Breesha54,Breesha Yarra,Female,18928515909,20307110442@fudan.edu.cn,"Lucari Avenue, Los Angeles",1
3443,KirstiYc,Kirsti Maoyan,Female,15868106593,20307110443@fudan.edu.cn,"Greyso Street, Seoul",0
3444,FhionnlaidhhR,Fhionnlaidh Wallis,Female,15835655563,20307110444@fudan.edu.cn,"Mason- Road, Bangkok",0
3445,Roxy2O,Roxy Wish,Female,18985393699,20307110445@fudan.edu.cn,"Lucind Road, Guangzhou",0
3446,Akashdeepgm,Akashdeep Dawson-Jack,Male,18686889013,20307110446@fudan.edu.cn,"Aarlo Street, Los Angeles",1
3447,Daminik9c,Daminik Keia,Female,18978308868,20307110447@fudan.edu.cn,"Yazin Road, Shanghai",0
3448,Jaivonll,Jaivon Edwyn,Female,19152908015,20307110448@fudan.edu.cn,"Emberl Street, Tokyo",1
3449,Bruce-LeeJ9,Bruce-Lee Jasmine-Louise,Male,15862528676,20307110449@fudan.edu.cn,"Mikah Road, Beijing",1
3450,AiddahI4,Aiddah Arshan,Male,19174069152,20307110450@fudan.edu.cn,"Kylan- Avenue, Seoul",0
3451,UrwaUj,Urwa Caleb-Jay,Female,18998539018,20307110451@fudan.edu.cn,"Kevir Road, Bangkok",0
3452,AoibheanK0,Aoibhean Ozair,Male,13793829258,20307110452@fudan.edu.cn,"Hunter Lane, Hong Kong",0
3453,Ella-LorraineBc,Ella-Lorraine Darline,Male,15880465467,20307110453@fudan.edu.cn,"Bannon Lane, Madrid",1
3454,Dalida04,Dalida Prasamsa,Male,18983393047,20307110454@fudan.edu.cn,"Kaolin Lane, London",1
3455,RadostNV,Radost Vishaan,Male,18670724099,20307110455@fudan.edu.cn,"Maksym Road, Seoul",0
3456,DivinapR,Divina Rari,Male,15893297800,20307110456@fudan.edu.cn,"Fadila Road, Beijing",0
3457,MaidahRi,Maidah Chimdindu,Male,13755310058,20307110457@fudan.edu.cn,"Lucie- Street, Manila",1
3458,Honey-MayWv,Honey-May Luisa-Rae,Female,15846811473,20307110458@fudan.edu.cn,"Waad Street, Shanghai",1
3459,BravenoO,Braven Betial,Male,13760790778,20307110459@fudan.edu.cn,"Samuie Road, Beijing",1
3460,EleyeenLb,Eleyeen Temidayo,Female,19175581759,20307110460@fudan.edu.cn,"Canelo Road, Hong Kong",1
3461,Myrcidesbk,Myrcides Xinyan,Female,18917005194,20307110461@fudan.edu.cn,"Zachar Road, Seoul",0
3462,SoliemanQP,Solieman Aria-Jane,Male,19192983168,20307110462@fudan.edu.cn,"Brody Street, Delhi",0
3463,Hurrainyp,Hurrain Allaya,Male,18615803943,20307110463@fudan.edu.cn,"Nathan Lane, Hong Kong",0
3464,ZakiatE,Zakia Kloey,Female,19131093961,20307110464@fudan.edu.cn,"Calin- Road, Hong Kong",1
3465,Erikfa,Erik Enda,None,18987600687,20307110465@fudan.edu.cn,"Mckenz Lane, Beijing",0
3466,EileannG,Eilean Mylah,Female,18647825465,20307110466@fudan.edu.cn,"Zuzia Avenue, Sao Paulo",1
3467,Pixie-RoseGk,Pixie-Rose Mackenzie,Female,18677726726,20307110467@fudan.edu.cn,"Arshan Street, Sao Paulo",0
3468,Awiaur,Awia Banba,Female,19144497326,20307110468@fudan.edu.cn,"Duya Street, Madrid",0
3469,AmirrahtB,Amirrah Sammyjoe,Male,18646610944,20307110469@fudan.edu.cn,"Mackel Road, London",1
3470,Charles-Foy7f,Charles-Foy Mckey,Female,15864504440,20307110470@fudan.edu.cn,"Rose-M Lane, Los Angeles",0
3471,MacklinvI,Macklin Radmehr,Female,13791184634,20307110471@fudan.edu.cn,"Perri- Street, Beijing",0
3472,OzcanzN,Ozcan Kiaraa,Female,18958213782,20307110472@fudan.edu.cn,"Harley Street, Manila",0
3473,Khaleo2M,Khaleo Kajus,Female,18942891934,20307110473@fudan.edu.cn,"Evere Lane, Beijing",1
3474,Jodie-LeighOs,Jodie-Leigh Monreaux,None,13740954031,20307110474@fudan.edu.cn,"Matama Road, Beijing",1
3475,Ariyahh8,Ariyah Christos-Johannes,Female,18657840615,20307110475@fudan.edu.cn,"Brysen Avenue, Bangkok",0
3476,GeonwooNY,Geonwoo Chelsea-Jo,Male,18632190273,20307110476@fudan.edu.cn,"Romei Road, Paris",1
3477,GeraldinenL,Geraldine Rossella,Female,18940153096,20307110477@fudan.edu.cn,"Bella- Lane, Delhi",1
3478,MilannieA8,Milannie Salmah,None,13733399857,20307110478@fudan.edu.cn,"Nilhi Street, Shanghai",0
3479,Caelan-JamesLZ,Caelan-James Candaice,Male,18615063136,20307110479@fudan.edu.cn,"Tito Street, Hong Kong",1
3480,TamzinjP,Tamzin Amaris,Female,15834887925,20307110480@fudan.edu.cn,"Ignaci Road, Shanghai",0
3481,TahlilXL,Tahlil Culain,Female,13761769127,20307110481@fudan.edu.cn,"Floren Street, London",0
3482,SahasraPf,Sahasra Patrickshaun,Female,13763581914,20307110482@fudan.edu.cn,"Vaniss Street, Sao Paulo",1
3483,TeiaSj,Teia Phoebe-Grace,Male,19193375184,20307110483@fudan.edu.cn,"Kilah Avenue, Los Angeles",1
3484,WaltIS,Walt Kaly-Leigh,Male,18691965356,20307110484@fudan.edu.cn,"Chizar Street, Paris",1
3485,Mindyan,Mindy Ivy-Grace,Male,18645776952,20307110485@fudan.edu.cn,"Fearn Lane, London",1
3486,Kaci-PearltC,Kaci-Pearl Mayukha,Male,19151202560,20307110486@fudan.edu.cn,"Ance Avenue, Paris",1
3487,TanishaHA,Tanisha Laci-Lee,Male,18974104443,20307110487@fudan.edu.cn,"Ivann Street, Guangzhou",1
3488,Jacquesa0,Jacques Karina-Marie,Female,18951920679,20307110488@fudan.edu.cn,"Ilma Street, Buenos Aires",1
3489,ZeniaqH,Zenia Sarah-Leigh,Male,18625930827,20307110489@fudan.edu.cn,"Areg Lane, Manila",1
3490,Ufuomaroghenebb,Ufuomaroghene Jiwan,Male,18633451930,20307110490@fudan.edu.cn,"Aribel Street, Manila",1
3491,JosepPI,Josep Kacey,Male,19173546864,20307110491@fudan.edu.cn,"Molly- Road, Los Angeles",1
3492,Rio-JuniorN1,Rio-Junior Umaeema,Female,18983381822,20307110492@fudan.edu.cn,"Anasuy Road, Delhi",0
3493,Efa-RoseFY,Efa-Rose John-Jaydyn,None,18956258087,20307110493@fudan.edu.cn,"Gira Avenue, Hong Kong",0
3494,AelahdY,Aelah Faryn,Female,13735987906,20307110494@fudan.edu.cn,"Manoli Avenue, Los Angeles",0
3495,Zaryaanbj,Zaryaan Corrigan,Male,19125290256,20307110495@fudan.edu.cn,"Zaysha Street, London",0
3496,Teeanna3r,Teeanna Kailyn-Marie,Female,13711475891,20307110496@fudan.edu.cn,"Ayvama Lane, Hong Kong",0
3497,Hollymarie5O,Hollymarie Rayana,Male,18996197974,20307110497@fudan.edu.cn,"Ellira Road, Hong Kong",1
3498,Ismaeel8l,Ismaeel Eniola,None,18999102817,20307110498@fudan.edu.cn,"Clay Street, London",1
3499,Leo-HarleyCO,Leo-Harley Kalyani,Male,15819401939,20307110499@fudan.edu.cn,"Brogan Lane, Los Angeles",1
3500,NozomiiK,Nozomi Minah,Male,13762808026,20307130000@fudan.edu.cn,"Nima Avenue, Los Angeles",0
3501,CaoimhinnX,Caoimhin Braeghen,Male,18912494774,20307130001@fudan.edu.cn,"Raahim Street, Shanghai",0
3502,Tyler-Jayhn,Tyler-Jay Nimra,Female,18691369980,20307130002@fudan.edu.cn,"Rozy Lane, Sao Paulo",0
3503,Amy-RoseXr,Amy-Rose Searhaht,Male,18687435203,20307130003@fudan.edu.cn,"Patsy Lane, Seoul",1
3504,Lily-AnnamF,Lily-Anna Lark,Male,18965099389,20307130004@fudan.edu.cn,"Anvie Avenue, Los Angeles",0
3505,Tafaracr,Tafara Quillan,Male,18648984289,20307130005@fudan.edu.cn,"Dominy Street, Tokyo",1
3506,RobynnnD,Robynn Adeline-Rose,Female,13747829754,20307130006@fudan.edu.cn,"Reejab Lane, Buenos Aires",0
3507,Almeeraq1,Almeera Rygg,Female,15871301580,20307130007@fudan.edu.cn,"Faraqu Street, Seoul",1
3508,Kadi-JaeWc,Kadi-Jae Rhae,Female,15882903215,20307130008@fudan.edu.cn,"Deonte Lane, Sao Paulo",0
3509,LochleiaEu,Lochleia Jami-Leigh,Female,18992735821,20307130009@fudan.edu.cn,"Eilise Lane, Seoul",1
3510,AnselRw,Ansel Hellen,Male,18664237899,20307130010@fudan.edu.cn,"Janvi Avenue, Los Angeles",0
3511,Najjibuoy,Najjibu Ellanyah,Male,13719747257,20307130011@fudan.edu.cn,"Tori-L Lane, Beijing",1
3512,Mya-LynnTX,Mya-Lynn Cody-Paul,None,13778327307,20307130012@fudan.edu.cn,"Xunyue Road, Los Angeles",1
3513,Romey-Anne75,Romey-Anne Pierce,Male,19185180312,20307130013@fudan.edu.cn,"Konall Street, Beijing",1
3514,MeherwY,Meher Kamil,Male,15847602896,20307130014@fudan.edu.cn,"Danu Road, Manila",0
3515,Shyra3P,Shyra Lacie-Maie,Male,15845066209,20307130015@fudan.edu.cn,"Jaina Avenue, London",0
3516,AyubF2,Ayub Enora,Female,13796051361,20307130016@fudan.edu.cn,"Cashen Avenue, Paris",1
3517,KarrizfO,Karriz Ilyas,Female,13785861675,20307130017@fudan.edu.cn,"Odessa Road, Seoul",1
3518,AlleaSK,Allea Benedicta,Male,13794336800,20307130018@fudan.edu.cn,"Ishmeh Street, Shanghai",0
3519,Kelsi-Leiyem5,Kelsi-Leiye Loucia,Female,18627471017,20307130019@fudan.edu.cn,"Haala Street, Sao Paulo",0
3520,ReigancT,Reigan Karci-Brooke,Female,15894515211,20307130020@fudan.edu.cn,"Chriss Street, Los Angeles",1
3521,James-AlannG,James-Alan Naeema,Female,18617067915,20307130021@fudan.edu.cn,"Ainsle Road, Tokyo",1
3522,SubramanyaTu,Subramanya Ashdyn,Female,13761118850,20307130022@fudan.edu.cn,"Calhea Street, Paris",0
3523,Kenna-LeighPF,Kenna-Leigh Jaidyn,Male,13728949234,20307130023@fudan.edu.cn,"Hadiqa Street, Shanghai",0
3524,Eila3t,Eila Jaxxon,Female,19166102622,20307130024@fudan.edu.cn,"Nkwent Avenue, Bangkok",1
3525,Morgan-MadisonGu,Morgan-Madison Tamika,Male,13755963995,20307130025@fudan.edu.cn,"Tanay Street, Beijing",0
3526,Iannbv,Iann Macy-Dee,Female,18684345685,20307130026@fudan.edu.cn,"Lacey- Lane, Tokyo",1
3527,Izzeldinay,Izzeldin Aadishiv,Female,15866283537,20307130027@fudan.edu.cn,"Enas Road, Beijing",0
3528,NusaybaOL,Nusayba Rayansh,Female,18929225004,20307130028@fudan.edu.cn,"Misha Street, Guangzhou",0
3529,BraithbB,Braith Aneesaa,Male,18943812344,20307130029@fudan.edu.cn,"Ghengi Street, Madrid",1
3530,Romi-Lealt,Romi-Lea Caide,Male,19178845193,20307130030@fudan.edu.cn,"Melisa Lane, Manila",1
3531,Eldana8f,Eldana Faraz,Female,18681131007,20307130031@fudan.edu.cn,"Stepha Road, Bangkok",1
3532,Ryleigh-Anne6j,Ryleigh-Anne Anoosha,Male,15865101398,20307130032@fudan.edu.cn,"Dayvin Street, Bangkok",1
3533,RiyanFm,Riyan Laksh,Male,13718327212,20307130033@fudan.edu.cn,"Sebast Lane, Hong Kong",0
3534,KajzJ,Kaj Ayleesha,Male,13742445056,20307130034@fudan.edu.cn,"Damian Lane, Buenos Aires",1
3535,KyeranmG,Kyeran Besma,Female,15854514361,20307130035@fudan.edu.cn,"Amelli Lane, Sao Paulo",1
3536,ErskineSr,Erskine Bok-Yin,Male,19158796323,20307130036@fudan.edu.cn,"Kalle Avenue, Tokyo",0
3537,RubyrosewG,Rubyrose Tihanna,Female,15848788966,20307130037@fudan.edu.cn,"Klaire Road, Shanghai",1
3538,Colin-Juniorqu,Colin-Junior Chey,Male,13771444111,20307130038@fudan.edu.cn,"Daina Street, Guangzhou",0
3539,Shangah6g,Shangah Raab,None,15815047486,20307130039@fudan.edu.cn,"Shanna Lane, Seoul",1
3540,MannaIi,Manna Demari,Female,18631577666,20307130040@fudan.edu.cn,"Vaila- Street, Bangkok",0
3541,Calvin-JamesrP,Calvin-James Sartaj,Male,15895705734,20307130041@fudan.edu.cn,"Tabita Street, Guangzhou",1
3542,Nisavp,Nisa Jadealeigh,Male,19178917740,20307130042@fudan.edu.cn,"Samsid Street, Madrid",1
3543,EliseivW,Elisei Ember,Female,18662333342,20307130043@fudan.edu.cn,"Remas Road, Hong Kong",0
3544,DemiansHa,Demians Gessica,Female,19159845428,20307130044@fudan.edu.cn,"Kathar Road, Beijing",0
3545,KanyaXZ,Kanya Wumi,Female,18618003083,20307130045@fudan.edu.cn,"Clairi Road, Buenos Aires",0
3546,SoulxI,Soul Duoduo,Female,15812776853,20307130046@fudan.edu.cn,"Adila Lane, Sao Paulo",1
3547,Kingsley-JamesJb,Kingsley-James Aiesha,Female,18673262386,20307130047@fudan.edu.cn,"Gerda Street, Hong Kong",1
3548,Hanton7s,Hanton Laiana,Female,13755636191,20307130048@fudan.edu.cn,"Frieya Lane, Shanghai",1
3549,Rhyderpe,Rhyder Rooha,Male,13744228907,20307130049@fudan.edu.cn,"Adela Road, Los Angeles",0
3550,Danil40,Danil Deron,Female,15879048732,20307130050@fudan.edu.cn,"Zarmee Lane, Sao Paulo",0
3551,Melissauc,Melissa Jiayao,Female,18696671964,20307130051@fudan.edu.cn,"Euen Street, Paris",0
3552,Irvynpj,Irvyn Naba,Female,15818928753,20307130052@fudan.edu.cn,"Bryoni Street, Los Angeles",0
3553,Etta-Mae2X,Etta-Mae Mhora,Male,18634555087,20307130053@fudan.edu.cn,"Kohino Avenue, Seoul",0
3554,Julienyn,Julien Logan-Joe,Female,18972269819,20307130054@fudan.edu.cn,"Eliyda Street, Guangzhou",1
3555,AmejaCS,Ameja Adamas,Female,19176955124,20307130055@fudan.edu.cn,"Terez Street, Manila",0
3556,Agabama,Agaba Ainsley-Junior,Male,18664451251,20307130056@fudan.edu.cn,"Anna-F Street, Los Angeles",1
3557,SheilaFv,Sheila Calim,Female,19190645432,20307130057@fudan.edu.cn,"Riona Avenue, Guangzhou",1
3558,Dustydl,Dusty Smilla,Male,19155880391,20307130058@fudan.edu.cn,"Sadhan Road, Madrid",1
3559,Riyaadhvk,Riyaadh Laria,Female,18666504469,20307130059@fudan.edu.cn,"Riley- Road, Guangzhou",1
3560,NirbhanaMe,Nirbhana Petruta,Female,18976194513,20307130060@fudan.edu.cn,"Maleig Road, Guangzhou",0
3561,KcV8,Kc Samee,Female,18917571263,20307130061@fudan.edu.cn,"Khloe- Lane, Seoul",1
3562,BintaG1,Binta Chyanne,Male,18652431076,20307130062@fudan.edu.cn,"Corra- Road, Bangkok",1
3563,ChidubellumDa,Chidubellum Ashtyn,Female,18939932157,20307130063@fudan.edu.cn,"Roza Street, Manila",0
3564,DeclaYb,Decla Arthor,Female,18933680946,20307130064@fudan.edu.cn,"Kalisa Avenue, London",0
3565,Summer-JanevQ,Summer-Jane Calliope,Male,15888111717,20307130065@fudan.edu.cn,"Cobie- Street, Madrid",1
3566,TorrynWN,Torryn Nayte,Female,13727038132,20307130066@fudan.edu.cn,"Ariyah Avenue, London",0
3567,Bekkuk,Bekk Zuree,Male,18692233600,20307130067@fudan.edu.cn,"Hitees Lane, Tokyo",1
3568,Rueben-CarterXz,Rueben-Carter Owais,Female,19112744965,20307130068@fudan.edu.cn,"Jim Avenue, Manila",0
3569,PennydB,Penny Eziafa,Male,18999959037,20307130069@fudan.edu.cn,"Syra Road, London",1
3570,Ellise-Anne0f,Ellise-Anne Redima,Female,19188981555,20307130070@fudan.edu.cn,"Arsyad Lane, Madrid",0
3571,GeorgijO0,Georgij Rii,Male,19136248378,20307130071@fudan.edu.cn,"Roxana Road, Paris",1
3572,Aulley7c,Aulley Caleb-Ray,Female,19113188423,20307130072@fudan.edu.cn,"Oluwab Street, Madrid",1
3573,LoenKG,Loen Egan,Female,19197395569,20307130073@fudan.edu.cn,"Agota Avenue, Delhi",1
3574,JosesPh,Joses Betsy-Belle,Male,19190397812,20307130074@fudan.edu.cn,"Radley Road, Paris",1
3575,VandaHy,Vanda Raelynn-Grace,Female,18920796465,20307130075@fudan.edu.cn,"Bourdi Avenue, Bangkok",0
3576,SeijiNe,Seiji Brai,Male,19184973555,20307130076@fudan.edu.cn,"Rebeka Road, Los Angeles",1
3577,Eddi-May6V,Eddi-May Blayn,Female,18953221003,20307130077@fudan.edu.cn,"Navith Lane, Manila",1
3578,Anayatpp,Anayat Gewen,Female,19166804992,20307130078@fudan.edu.cn,"Siham Avenue, London",0
3579,Tammi-LeighwY,Tammi-Leigh Finlaggan,Female,18960904807,20307130079@fudan.edu.cn,"A'isha Avenue, Paris",1
3580,SuatQ,Sua Shan,Male,19126267705,20307130080@fudan.edu.cn,"Liamth Avenue, Shanghai",1
3581,AaellaTq,Aaella Rhainey,Female,19155961242,20307130081@fudan.edu.cn,"Raihan Lane, Sao Paulo",0
3582,SerrenuD,Serren Ileri,Female,15825574038,20307130082@fudan.edu.cn,"Lacie- Street, Beijing",0
3583,Calydon4P,Calydon Isibeal,Male,15840402114,20307130083@fudan.edu.cn,"Riadh Street, Los Angeles",1
3584,Shaurya63,Shaurya Japhet,Male,18682251209,20307130084@fudan.edu.cn,"Ariell Lane, Beijing",1
3585,YasaruT,Yasar Sumia,Male,18973084370,20307130085@fudan.edu.cn,"Vanish Lane, Buenos Aires",1
3586,Anizobauk,Anizoba Starr,Male,18670689580,20307130086@fudan.edu.cn,"Kieara Road, Tokyo",0
3587,Perri-Gracehi,Perri-Grace Osato,Female,18990360662,20307130087@fudan.edu.cn,"Broc Road, Hong Kong",0
3588,Karlidhg9,Karlidh Alaynia,Female,15894323704,20307130088@fudan.edu.cn,"Premo Avenue, Delhi",1
3589,AbderraoufwF,Abderraouf Inca,Male,18921633632,20307130089@fudan.edu.cn,"Mia-Na Street, Manila",0
3590,Rossco-JuniorZb,Rossco-Junior Abbye,Male,13730524197,20307130090@fudan.edu.cn,"Josha Road, Tokyo",1
3591,Benjamin-JamesMt,Benjamin-James Milinia,Female,18972431139,20307130091@fudan.edu.cn,"Calder Street, Bangkok",0
3592,SabeehlF,Sabeeh Ernst,Female,13794113120,20307130092@fudan.edu.cn,"Elli'm Road, Guangzhou",1
3593,Zahranrj,Zahran Lilybelle,Female,13747974349,20307130093@fudan.edu.cn,"Jessic Street, Delhi",1
3594,Sofia-Rosetn,Sofia-Rose Jedidiah,Female,15884548580,20307130094@fudan.edu.cn,"Sulema Road, Beijing",1
3595,Mohammed-ZaynUh,Mohammed-Zayn Alexa-Elizabeth,Female,19124794369,20307130095@fudan.edu.cn,"Addisy Street, Beijing",1
3596,PreiaeB,Preia Ihla,Male,18928712515,20307130096@fudan.edu.cn,"Manat Street, Buenos Aires",0
3597,CaraghVG,Caragh Xiana,Male,13747732018,20307130097@fudan.edu.cn,"Aaria Street, Manila",1
3598,ArrisbN,Arris Kirsten,Female,18616909625,20307130098@fudan.edu.cn,"Chak Road, Los Angeles",0
3599,ElisavetaVc,Elisaveta Marsels,Male,19156929325,20307130099@fudan.edu.cn,"Ciaron Road, Seoul",1
3600,Reme2C,Reme Seren,Female,18918342912,20307130100@fudan.edu.cn,"Tonder Road, Beijing",1
3601,DekotaTg,Dekota Erin-Rose,Female,19169658806,20307130101@fudan.edu.cn,"Naimah Street, Bangkok",0
3602,Freya-Louisezt,Freya-Louise Shafe,Female,15862222730,20307130102@fudan.edu.cn,"Abbi Street, Delhi",0
3603,P-Jay4v,P-Jay Harvey-John,Female,18950411707,20307130103@fudan.edu.cn,"Praise Avenue, Beijing",0
3604,Lhlyaijanac6,Lhlyaijana Saleh,Female,15828724592,20307130104@fudan.edu.cn,"Reuben Avenue, Bangkok",1
3605,AarohiCC,Aarohi Fearghas,Female,15826707349,20307130105@fudan.edu.cn,"Florri Lane, Beijing",0
3606,Faizankt,Faizan Anamari,Male,19140442034,20307130106@fudan.edu.cn,"Rebeca Road, Guangzhou",1
3607,Bo-Lilly9E,Bo-Lilly Ruth-Makafui,Male,19178085848,20307130107@fudan.edu.cn,"Johnso Lane, Hong Kong",0
3608,RosealeaRH,Rosealea Dmarion,Male,15855770756,20307130108@fudan.edu.cn,"Pacey Street, Guangzhou",1
3609,SanjayDp,Sanjay Yixuan,Male,13759809870,20307130109@fudan.edu.cn,"Jessic Avenue, Paris",1
3610,Aliisal0,Aliisa Leianne,Male,15827858687,20307130110@fudan.edu.cn,"Ruirid Street, Shanghai",0
3611,Zoey-Janepf,Zoey-Jane Langelihle,Female,18947332349,20307130111@fudan.edu.cn,"Barbar Street, Delhi",0
3612,Shreiyacx,Shreiya Frayah,Male,19139643698,20307130112@fudan.edu.cn,"Deyan Road, Manila",0
3613,AvantikaUB,Avantika Shonah,Female,13744679182,20307130113@fudan.edu.cn,"Jazlyn Avenue, Shanghai",0
3614,Shona3o,Shona Shay-Patrick,Male,13759384731,20307130114@fudan.edu.cn,"Rosele Lane, Buenos Aires",0
3615,Jaye-LynnelH,Jaye-Lynne Dannylee,Female,19166606941,20307130115@fudan.edu.cn,"Milley Lane, Seoul",1
3616,Christief1,Christie Chenyu,None,13790272786,20307130116@fudan.edu.cn,"En Street, Buenos Aires",1
3617,RouxxS,Roux Macie-Lou,Male,13733511558,20307130117@fudan.edu.cn,"Jennah Lane, Paris",0
3618,ShezanSy,Shezan Fernanda,None,18969814488,20307130118@fudan.edu.cn,"Zulfa Lane, Guangzhou",0
3619,RishinS,Rishi Humdan,Male,18915081267,20307130119@fudan.edu.cn,"Shanti Road, Shanghai",0
3620,Wilohpo,Wiloh Samvrita,Female,18997808564,20307130120@fudan.edu.cn,"Nataly Avenue, Sao Paulo",0
3621,AlexandrinarS,Alexandrina Joachim,Male,19150744646,20307130121@fudan.edu.cn,"Tomisl Road, Delhi",1
3622,Esme-RoseEf,Esme-Rose Bert,Male,19195456918,20307130122@fudan.edu.cn,"Myriam Avenue, Shanghai",0
3623,Roamie05,Roamie Rex,Male,13736862269,20307130123@fudan.edu.cn,"Aalaya Avenue, Madrid",1
3624,Miley-Mae1D,Miley-Mae Faustina,Female,19114183520,20307130124@fudan.edu.cn,"Murtii Road, London",0
3625,Sotonyevj,Sotonye Boroka,Female,18931303542,20307130125@fudan.edu.cn,"Chebo Avenue, Madrid",0
3626,Jaxyl,Jax Soul,Male,18630767971,20307130126@fudan.edu.cn,"Zehn Avenue, Buenos Aires",0
3627,YonasmC,Yonas Uma,Male,18922731277,20307130127@fudan.edu.cn,"Leith Avenue, Guangzhou",0
3628,AaleaM9,Aalea Georgi,Female,18912522137,20307130128@fudan.edu.cn,"Ai-J Road, Paris",1
3629,Ignasn7,Ignas Tafara,Female,15842006526,20307130129@fudan.edu.cn,"Ijeoma Avenue, London",0
3630,Jayden-JakeOW,Jayden-Jake Rhodes,Female,13742942175,20307130130@fudan.edu.cn,"Phong Avenue, Madrid",1
3631,Jennaetk,Jennae Yasemin,Male,18959693279,20307130131@fudan.edu.cn,"Justas Lane, Manila",0
3632,Jordyn-JaneTp,Jordyn-Jane Randa,Male,13719726373,20307130132@fudan.edu.cn,"Kofi Avenue, Manila",1
3633,NirvairIO,Nirvair Qin,Male,18642866705,20307130133@fudan.edu.cn,"Devyn- Road, Shanghai",0
3634,Carlie-BrookeCK,Carlie-Brooke Islay,Female,18986668011,20307130134@fudan.edu.cn,"Aloush Road, Bangkok",1
3635,RaiganDw,Raigan Cosima,Male,13720903351,20307130135@fudan.edu.cn,"Taahir Avenue, Manila",0
3636,Eleonora2u,Eleonora Mayah,Male,18616630467,20307130136@fudan.edu.cn,"Monica Avenue, Shanghai",1
3637,Kaci-LeaeV,Kaci-Lea Miquel,Male,18690900128,20307130137@fudan.edu.cn,"Gursev Street, Seoul",1
3638,Dahlia-Rose1y,Dahlia-Rose Dean,Male,13769459130,20307130138@fudan.edu.cn,"Ohirem Lane, London",1
3639,Vedano8,Vedan Henry-Lukas,Male,15890075210,20307130139@fudan.edu.cn,"Maisie Lane, Madrid",0
3640,OloladeHH,Ololade Katryna,Male,18967214159,20307130140@fudan.edu.cn,"Owanae Street, Bangkok",0
3641,Khaleosm,Khaleo Bella-Brooke,Female,18939378702,20307130141@fudan.edu.cn,"Laibah Road, London",1
3642,ErrisDL,Erris Anaika,Female,18668367734,20307130142@fudan.edu.cn,"Kudus Road, Paris",1
3643,Pearse2c,Pearse Facundo,Male,18937064359,20307130143@fudan.edu.cn,"Darria Avenue, Buenos Aires",0
3644,MaiwandxF,Maiwand Sady,Male,18686506945,20307130144@fudan.edu.cn,"Sauhar Street, Shanghai",0
3645,Amna-Maria08,Amna-Maria Runyararo,Male,18949862610,20307130145@fudan.edu.cn,"Harvy Road, Bangkok",1
3646,Emteaswr,Emteas Mayasin,Female,18952976266,20307130146@fudan.edu.cn,"Zeno Lane, Hong Kong",0
3647,Luci-ScottQZ,Luci-Scott Josie-Anne,Male,18623213960,20307130147@fudan.edu.cn,"Alben Avenue, Shanghai",1
3648,Sekairy,Sekai Charley-Clare,Female,15883354378,20307130148@fudan.edu.cn,"Peregr Avenue, Delhi",1
3649,ObsidianMr,Obsidian Trinity,Male,18635473197,20307130149@fudan.edu.cn,"Lorian Avenue, Tokyo",0
3650,TejasvjeetI0,Tejasvjeet Peggi,Female,15899226776,20307130150@fudan.edu.cn,"Zemira Road, Bangkok",1
3651,Elianna-Hopefm,Elianna-Hope Janie-Lou,Male,18657644283,20307130151@fudan.edu.cn,"Tanraj Road, Delhi",0
3652,LucynaX6,Lucyna Lacey-Lily,Male,13721350724,20307130152@fudan.edu.cn,"Cash Avenue, Madrid",1
3653,MirianJT,Mirian Ryan-Oliver,Female,19182150388,20307130153@fudan.edu.cn,"Cora Road, Seoul",1
3654,RejaIq,Reja Garion,Female,13735765793,20307130154@fudan.edu.cn,"Ivy-Gr Road, Sao Paulo",1
3655,Tallulah-Mo4r,Tallulah-Mo Wincent,Female,18982251609,20307130155@fudan.edu.cn,"Chryst Lane, Madrid",1
